id_oportunidade,id_vendedor,id_empresa,id_produto,data,ano,trimestre,estagio,valor
1003,5,13,3,2023-03-26,2023,1,Pipeline,21812.61
1004,6,27,3,2023-03-26,2023,1,Lead,26844.64
1005,6,30,3,2023-03-26,2023,1,Closed,21306.55
1006,6,2,2,2023-03-26,2023,1,Lead,11574.16
1007,6,23,1,2023-03-26,2023,1,Lead,4628.48
1008,6,24,3,2023-03-26,2023,1,Pipeline,27436.24
1009,7,11,1,2023-03-26,2023,1,Closed,5339.69
1010,7,4,3,2023-03-26,2023,1,Pipeline,27005.8
1011,7,12,2,2023-03-26,2023,1,Pipeline,10793.17
1012,7,27,3,2023-03-26,2023,1,Pipeline,23848.77
1013,7,1,3,2023-03-26,2023,1,Commit,26129.14
1014,7,16,3,2023-03-26,2023,1,Closed,25055.68
1015,7,16,2,2023-03-26,2023,1,Commit,9959.35
1016,8,17,1,2023-03-26,2023,1,Lead,4556.31
1017,8,27,1,2023-03-26,2023,1,Pipeline,4757.28
1018,8,19,1,2023-03-26,2023,1,Lead,4888.38
1019,8,11,2,2023-03-26,2023,1,Lead,11992.59
1020,8,1,1,2023-03-26,2023,1,Closed,5490.48
1021,9,1,2,2023-03-26,2023,1,Pipeline,12274.23
1022,9,21,1,2023-03-26,2023,1,Commit,5926.34
1023,9,21,2,2023-03-26,2023,1,Commit,12299.2
1024,10,8,2,2023-03-26,2023,1,Lead,9860.52
1025,10,20,2,2023-03-26,2023,1,Lead,13283.6
1026,10,15,2,2023-03-26,2023,1,Commit,11343.81
1027,10,1,1,2023-03-26,2023,1,Lead,5317.82
1028,10,26,2,2023-03-26,2023,1,Lead,12641.57
1029,10,4,2,2023-03-26,2023,1,Pipeline,11394.67
1030,11,24,1,2023-03-26,2023,1,Pipeline,5643.68
1031,11,7,3,2023-03-26,2023,1,Pipeline,22542.89
1032,11,7,1,2023-03-26,2023,1,Lead,5704.39
1033,12,14,1,2023-03-26,2023,1,Commit,4215.53
1034,12,19,1,2023-03-26,2023,1,Closed,5674.93
1035,12,22,1,2023-03-26,2023,1,Commit,4901.01
1036,12,16,3,2023-03-26,2023,1,Closed,21346.36
1037,12,30,1,2023-03-26,2023,1,Pipeline,4097.14
1038,12,17,2,2023-03-26,2023,1,Commit,11918.07
1039,13,5,3,2023-03-26,2023,1,Pipeline,27304.95
1040,13,29,1,2023-03-26,2023,1,Lead,5201.09
1041,13,20,2,2023-03-26,2023,1,Pipeline,11446.38
1042,13,11,3,2023-03-26,2023,1,Commit,22735.96
1043,14,20,2,2023-03-26,2023,1,Commit,10263.26
1044,14,27,3,2023-03-26,2023,1,Commit,25122.95
1045,14,24,3,2023-03-26,2023,1,Pipeline,23139.11
1046,14,20,3,2023-03-26,2023,1,Pipeline,22008.89
1047,14,22,3,2023-03-26,2023,1,Lead,23452.94
1048,15,17,3,2023-03-26,2023,1,Pipeline,29583.26
1049,15,4,3,2023-03-26,2023,1,Pipeline,23223.81
1050,15,22,2,2023-03-26,2023,1,Pipeline,12397.47
1051,15,27,3,2023-03-26,2023,1,Pipeline,27478.69
1052,16,1,2,2023-03-26,2023,1,Commit,11627.45
1053,16,2,3,2023-03-26,2023,1,Lead,23808.7
1054,16,26,3,2023-03-26,2023,1,Lead,22669.78
1055,16,5,1,2023-03-26,2023,1,Closed,5366.78
1056,16,25,1,2023-03-26,2023,1,Pipeline,4590.28
1057,16,4,3,2023-03-26,2023,1,Lead,28140.26
1058,16,28,3,2023-03-26,2023,1,Commit,27394.92
1059,1,17,3,2023-04-02,2023,2,Pipeline,23888.87
1060,1,30,3,2023-04-02,2023,2,Lead,26644.94
1061,1,22,2,2023-04-02,2023,2,Lead,14192.17
1062,1,24,2,2023-04-02,2023,2,Closed,9858.25
1063,2,28,1,2023-04-02,2023,2,Pipeline,5561.85
1064,2,23,2,2023-04-02,2023,2,Commit,13975.13
1065,2,18,3,2023-04-02,2023,2,Pipeline,27551.08
1066,2,7,3,2023-04-02,2023,2,Pipeline,27761.47
1067,2,3,2,2023-04-02,2023,2,Pipeline,14320.58
1068,3,2,1,2023-04-02,2023,2,Commit,4238.71
1069,3,6,2,2023-04-02,2023,2,Lead,10868.35
1070,3,15,3,2023-04-02,2023,2,Commit,20056.45
1071,3,30,3,2023-04-02,2023,2,Closed,20399.41
1072,4,20,3,2023-04-02,2023,2,Lead,29323.82
1073,4,18,3,2023-04-02,2023,2,Lead,27899.08
1074,4,17,2,2023-04-02,2023,2,Lead,12996.87
1075,4,26,1,2023-04-02,2023,2,Closed,5041.21
1076,4,13,3,2023-04-02,2023,2,Lead,25430.8
1077,5,11,2,2023-04-02,2023,2,Lead,10624.1
1078,5,25,2,2023-04-02,2023,2,Lead,10648.54
1079,5,27,3,2023-04-02,2023,2,Pipeline,29966.31
1080,6,29,1,2023-04-02,2023,2,Pipeline,4891.33
1081,6,2,3,2023-04-02,2023,2,Pipeline,26211.32
1082,6,26,3,2023-04-02,2023,2,Commit,23813.73
1083,7,1,2,2023-04-02,2023,2,Lead,13075.08
1084,7,26,3,2023-04-02,2023,2,Commit,23749.58
1085,7,29,3,2023-04-02,2023,2,Pipeline,20438.52
1086,8,6,2,2023-04-02,2023,2,Pipeline,14151.42
1087,8,7,3,2023-04-02,2023,2,Pipeline,26269.33
1088,8,22,3,2023-04-02,2023,2,Pipeline,22131.75
1089,8,27,2,2023-04-02,2023,2,Commit,10586.78
1090,9,22,3,2023-04-02,2023,2,Commit,20721.2
1091,9,2,1,2023-04-02,2023,2,Lead,5433.74
1092,9,9,1,2023-04-02,2023,2,Lead,4355.98
1093,9,30,3,2023-04-02,2023,2,Lead,28216.19
1094,9,13,2,2023-04-02,2023,2,Pipeline,11765.4
1095,9,4,2,2023-04-02,2023,2,Lead,11469.61
1096,10,25,1,2023-04-02,2023,2,Pipeline,5236.7
1097,10,3,3,2023-04-02,2023,2,Pipeline,27008.82
1098,10,26,2,2023-04-02,2023,2,Closed,10109.45
1099,10,25,3,2023-04-02,2023,2,Lead,20865.05
1100,10,1,2,2023-04-02,2023,2,Lead,13546.19
1101,10,24,2,2023-04-02,2023,2,Lead,10655.36
1102,10,10,2,2023-04-02,2023,2,Commit,13677.44
1103,11,26,2,2023-04-02,2023,2,Pipeline,13988.01
1104,11,1,3,2023-04-02,2023,2,Pipeline,29573.92
1105,11,2,3,2023-04-02,2023,2,Commit,21413.74
1106,11,18,1,2023-04-02,2023,2,Pipeline,4788.16
1107,12,24,2,2023-04-02,2023,2,Lead,13158.87
1108,12,28,2,2023-04-02,2023,2,Lead,13947.01
1109,12,20,3,2023-04-02,2023,2,Lead,21839.93
1110,13,19,1,2023-04-02,2023,2,Lead,5341.96
1111,13,18,1,2023-04-02,2023,2,Commit,5864.74
1112,13,22,2,2023-04-02,2023,2,Pipeline,9951.09
1113,13,19,1,2023-04-02,2023,2,Lead,4394.84
1114,13,22,2,2023-04-02,2023,2,Closed,11314.26
1115,14,7,1,2023-04-02,2023,2,Lead,4139.62
1116,14,22,2,2023-04-02,2023,2,Pipeline,11176.06
1117,14,19,2,2023-04-02,2023,2,Pipeline,10331.5
1118,14,6,2,2023-04-02,2023,2,Commit,14201.56
1119,15,24,2,2023-04-02,2023,2,Lead,10663.32
1120,15,5,3,2023-04-02,2023,2,Pipeline,28401.1
1121,15,15,3,2023-04-02,2023,2,Commit,28778.86
1122,16,4,2,2023-04-02,2023,2,Commit,11937.46
1123,16,9,1,2023-04-02,2023,2,Pipeline,4163.95
1124,16,24,1,2023-04-02,2023,2,Commit,4392.86
1125,16,1,3,2023-04-02,2023,2,Lead,20754.0
1126,16,19,3,2023-04-02,2023,2,Pipeline,28126.42
1127,16,2,2,2023-04-02,2023,2,Commit,10621.25
1128,1,16,2,2023-04-09,2023,2,Pipeline,14393.9
1129,1,8,3,2023-04-09,2023,2,Commit,23658.19
1130,1,15,3,2023-04-09,2023,2,Commit,22909.99
1131,1,17,3,2023-04-09,2023,2,Pipeline,23967.85
1132,1,26,1,2023-04-09,2023,2,Pipeline,5695.96
1133,1,5,3,2023-04-09,2023,2,Pipeline,27572.06
1134,1,19,2,2023-04-09,2023,2,Lead,12318.51
1135,2,2,3,2023-04-09,2023,2,Commit,29391.75
1136,2,9,1,2023-04-09,2023,2,Commit,4463.5
1137,2,17,2,2023-04-09,2023,2,Lead,12809.21
1138,2,29,2,2023-04-09,2023,2,Lead,14005.93
1139,3,23,1,2023-04-09,2023,2,Closed,4648.14
1140,3,24,3,2023-04-09,2023,2,Pipeline,22734.95
1141,3,13,2,2023-04-09,2023,2,Pipeline,12336.77
1142,4,3,2,2023-04-09,2023,2,Pipeline,13911.49
1143,4,8,3,2023-04-09,2023,2,Lead,29726.74
1144,4,12,3,2023-04-09,2023,2,Pipeline,28172.37
1145,4,1,2,2023-04-09,2023,2,Commit,13858.43
1146,4,8,3,2023-04-09,2023,2,Commit,24398.99
1147,4,5,1,2023-04-09,2023,2,Pipeline,4561.62
1148,5,4,1,2023-04-09,2023,2,Lead,5434.61
1149,5,24,3,2023-04-09,2023,2,Lead,28111.73
1150,5,7,1,2023-04-09,2023,2,Pipeline,4957.63
1151,5,1,3,2023-04-09,2023,2,Lead,28333.65
1152,6,5,1,2023-04-09,2023,2,Lead,5184.7
1153,6,5,3,2023-04-09,2023,2,Pipeline,28907.98
1154,6,17,1,2023-04-09,2023,2,Lead,5844.89
1155,6,1,2,2023-04-09,2023,2,Pipeline,12305.3
1156,7,16,1,2023-04-09,2023,2,Lead,5213.05
1157,7,20,2,2023-04-09,2023,2,Lead,13585.75
1158,7,6,1,2023-04-09,2023,2,Commit,5640.91
1159,7,24,3,2023-04-09,2023,2,Pipeline,22645.21
1160,7,19,3,2023-04-09,2023,2,Lead,24534.7
1161,8,1,1,2023-04-09,2023,2,Lead,4264.43
1162,8,22,1,2023-04-09,2023,2,Pipeline,5818.68
1163,8,6,2,2023-04-09,2023,2,Commit,12506.45
1164,9,18,3,2023-04-09,2023,2,Pipeline,28777.53
1165,9,22,3,2023-04-09,2023,2,Commit,20931.9
1166,9,1,1,2023-04-09,2023,2,Closed,5078.57
1167,9,12,3,2023-04-09,2023,2,Pipeline,25220.44
1168,9,26,1,2023-04-09,2023,2,Pipeline,4857.91
1169,9,19,2,2023-04-09,2023,2,Commit,11429.94
1170,10,25,1,2023-04-09,2023,2,Pipeline,4509.04
1171,10,20,1,2023-04-09,2023,2,Closed,4167.64
1172,10,23,3,2023-04-09,2023,2,Pipeline,21890.21
1173,10,4,3,2023-04-09,2023,2,Commit,25779.87
1174,10,23,3,2023-04-09,2023,2,Lead,26545.46
1175,10,14,2,2023-04-09,2023,2,Pipeline,10111.6
1176,10,18,3,2023-04-09,2023,2,Pipeline,22613.03
1177,11,22,3,2023-04-09,2023,2,Lead,22755.61
1178,11,26,2,2023-04-09,2023,2,Commit,11583.5
1179,11,18,3,2023-04-09,2023,2,Pipeline,23702.13
1180,11,12,2,2023-04-09,2023,2,Lead,11071.93
1181,11,28,3,2023-04-09,2023,2,Lead,21380.69
1182,11,26,3,2023-04-09,2023,2,Lead,22297.71
1183,12,11,1,2023-04-09,2023,2,Lead,4801.12
1184,12,2,3,2023-04-09,2023,2,Pipeline,26845.64
1185,12,26,1,2023-04-09,2023,2,Lead,5271.75
1186,12,20,1,2023-04-09,2023,2,Commit,4943.34
1187,13,3,1,2023-04-09,2023,2,Lead,4443.54
1188,13,13,3,2023-04-09,2023,2,Lead,23843.26
1189,13,20,3,2023-04-09,2023,2,Pipeline,22864.69
1190,13,21,1,2023-04-09,2023,2,Closed,5640.46
1191,13,22,2,2023-04-09,2023,2,Pipeline,10568.19
1192,13,20,3,2023-04-09,2023,2,Lead,20336.09
1193,14,22,3,2023-04-09,2023,2,Pipeline,26151.9
1194,14,6,1,2023-04-09,2023,2,Lead,5310.04
1195,14,12,1,2023-04-09,2023,2,Closed,5559.35
1196,14,17,3,2023-04-09,2023,2,Lead,25860.8
1197,14,3,1,2023-04-09,2023,2,Commit,4137.23
1198,14,30,3,2023-04-09,2023,2,Lead,28297.65
1199,14,9,3,2023-04-09,2023,2,Lead,29632.88
1200,15,13,3,2023-04-09,2023,2,Closed,24547.59
1201,15,17,3,2023-04-09,2023,2,Lead,21750.35
1202,15,11,1,2023-04-09,2023,2,Pipeline,5006.34
1203,15,29,1,2023-04-09,2023,2,Commit,5913.42
1204,16,13,3,2023-04-09,2023,2,Lead,24427.69
1205,16,11,3,2023-04-09,2023,2,Pipeline,22432.73
1206,16,28,2,2023-04-09,2023,2,Pipeline,13903.31
1207,16,13,1,2023-04-09,2023,2,Pipeline,4515.64
1208,16,23,3,2023-04-09,2023,2,Commit,22203.82
1209,16,12,1,2023-04-09,2023,2,Commit,4824.85
1210,16,9,3,2023-04-09,2023,2,Pipeline,27008.19
1211,1,27,2,2023-04-16,2023,2,Lead,12833.75
1212,1,16,2,2023-04-16,2023,2,Lead,14070.7
1213,1,9,2,2023-04-16,2023,2,Lead,13892.72
1214,1,30,1,2023-04-16,2023,2,Closed,5366.21
1215,2,8,2,2023-04-16,2023,2,Commit,10727.33
1216,2,8,2,2023-04-16,2023,2,Lead,10573.28
1217,2,4,3,2023-04-16,2023,2,Lead,27789.38
1218,2,20,1,2023-04-16,2023,2,Pipeline,5326.85
1219,3,12,3,2023-04-16,2023,2,Closed,28480.11
1220,3,29,3,2023-04-16,2023,2,Lead,28981.21
1221,3,25,3,2023-04-16,2023,2,Commit,24908.05
1222,4,5,2,2023-04-16,2023,2,Lead,13200.81
1223,4,18,1,2023-04-16,2023,2,Pipeline,4846.35
1224,4,22,1,2023-04-16,2023,2,Pipeline,4787.43
1225,4,17,1,2023-04-16,2023,2,Pipeline,4240.74
1226,4,22,2,2023-04-16,2023,2,Lead,9640.41
1227,4,12,1,2023-04-16,2023,2,Lead,4201.5
1228,4,9,3,2023-04-16,2023,2,Commit,21871.52
1229,5,12,2,2023-04-16,2023,2,Pipeline,12542.8
1230,5,23,1,2023-04-16,2023,2,Pipeline,4421.06
1231,5,15,2,2023-04-16,2023,2,Lead,11522.84
1232,5,22,1,2023-04-16,2023,2,Pipeline,5958.54
1233,6,18,1,2023-04-16,2023,2,Commit,5608.18
1234,6,26,2,2023-04-16,2023,2,Commit,10541.1
1235,6,6,3,2023-04-16,2023,2,Lead,28056.68
1236,6,28,2,2023-04-16,2023,2,Pipeline,14378.7
1237,7,10,3,2023-04-16,2023,2,Commit,27853.33
1238,7,13,2,2023-04-16,2023,2,Pipeline,12325.61
1239,7,27,1,2023-04-16,2023,2,Pipeline,4120.07
1240,7,15,2,2023-04-16,2023,2,Pipeline,12623.34
1241,7,18,3,2023-04-16,2023,2,Lead,23609.62
1242,7,1,3,2023-04-16,2023,2,Closed,22577.15
1243,7,20,2,2023-04-16,2023,2,Lead,13763.37
1244,8,6,3,2023-04-16,2023,2,Pipeline,26491.31
1245,8,16,2,2023-04-16,2023,2,Lead,12831.33
1246,8,20,3,2023-04-16,2023,2,Pipeline,20784.08
1247,8,28,2,2023-04-16,2023,2,Pipeline,14191.65
1248,9,21,3,2023-04-16,2023,2,Commit,23373.88
1249,9,3,3,2023-04-16,2023,2,Pipeline,28489.01
1250,9,11,1,2023-04-16,2023,2,Lead,4456.44
1251,9,21,3,2023-04-16,2023,2,Lead,22674.72
1252,10,12,2,2023-04-16,2023,2,Commit,13348.68
1253,10,14,3,2023-04-16,2023,2,Pipeline,29655.26
1254,10,24,1,2023-04-16,2023,2,Lead,4046.2
1255,10,23,1,2023-04-16,2023,2,Pipeline,5880.87
1256,10,4,3,2023-04-16,2023,2,Lead,21669.1
1257,10,18,1,2023-04-16,2023,2,Lead,5757.38
1258,11,3,1,2023-04-16,2023,2,Commit,5047.97
1259,11,21,1,2023-04-16,2023,2,Lead,4310.55
1260,11,10,2,2023-04-16,2023,2,Lead,10787.5
1261,12,6,3,2023-04-16,2023,2,Lead,25267.42
1262,12,30,1,2023-04-16,2023,2,Lead,4713.68
1263,12,28,2,2023-04-16,2023,2,Commit,11842.53
1264,12,5,3,2023-04-16,2023,2,Closed,25485.45
1265,12,15,3,2023-04-16,2023,2,Pipeline,25908.31
1266,12,14,3,2023-04-16,2023,2,Commit,28772.94
1267,13,12,3,2023-04-16,2023,2,Pipeline,23096.61
1268,13,15,2,2023-04-16,2023,2,Pipeline,13462.6
1269,13,10,2,2023-04-16,2023,2,Lead,10847.07
1270,13,28,1,2023-04-16,2023,2,Lead,5630.76
1271,13,1,1,2023-04-16,2023,2,Lead,4938.4
1272,13,16,3,2023-04-16,2023,2,Closed,29469.58
1273,13,10,2,2023-04-16,2023,2,Lead,11666.09
1274,14,7,1,2023-04-16,2023,2,Commit,5096.42
1275,14,8,2,2023-04-16,2023,2,Commit,11698.11
1276,14,27,1,2023-04-16,2023,2,Commit,5291.98
1277,14,21,2,2023-04-16,2023,2,Lead,9980.21
1278,14,20,1,2023-04-16,2023,2,Pipeline,5599.92
1279,14,24,3,2023-04-16,2023,2,Pipeline,22846.77
1280,14,28,3,2023-04-16,2023,2,Commit,24129.04
1281,15,15,1,2023-04-16,2023,2,Lead,4220.71
1282,15,16,3,2023-04-16,2023,2,Pipeline,27004.73
1283,15,18,1,2023-04-16,2023,2,Lead,4304.3
1284,16,5,1,2023-04-16,2023,2,Closed,4564.23
1285,16,3,3,2023-04-16,2023,2,Pipeline,20082.04
1286,16,14,1,2023-04-16,2023,2,Lead,4434.38
1287,1,26,2,2023-04-23,2023,2,Closed,11825.69
1288,1,5,1,2023-04-23,2023,2,Lead,5687.09
1289,1,18,1,2023-04-23,2023,2,Lead,4784.84
1290,1,9,2,2023-04-23,2023,2,Lead,13899.36
1291,1,25,2,2023-04-23,2023,2,Commit,10185.42
1292,2,24,2,2023-04-23,2023,2,Commit,11726.21
1293,2,4,1,2023-04-23,2023,2,Lead,5470.65
1294,2,13,3,2023-04-23,2023,2,Pipeline,22084.47
1295,2,6,3,2023-04-23,2023,2,Closed,29362.15
1296,3,9,3,2023-04-23,2023,2,Closed,25209.26
1297,3,29,2,2023-04-23,2023,2,Pipeline,10553.87
1298,3,4,1,2023-04-23,2023,2,Commit,4435.58
1299,4,26,3,2023-04-23,2023,2,Pipeline,20150.68
1300,4,8,2,2023-04-23,2023,2,Pipeline,11499.88
1301,4,23,1,2023-04-23,2023,2,Closed,5162.15
1302,4,25,2,2023-04-23,2023,2,Pipeline,10343.96
1303,5,20,1,2023-04-23,2023,2,Lead,4182.8
1304,5,21,2,2023-04-23,2023,2,Closed,14385.47
1305,5,23,1,2023-04-23,2023,2,Lead,5289.15
1306,6,18,1,2023-04-23,2023,2,Lead,4465.35
1307,6,15,3,2023-04-23,2023,2,Commit,28055.25
1308,6,12,3,2023-04-23,2023,2,Lead,26892.5
1309,6,16,3,2023-04-23,2023,2,Lead,28986.63
1310,6,23,3,2023-04-23,2023,2,Pipeline,22947.15
1311,6,12,2,2023-04-23,2023,2,Lead,10495.81
1312,6,27,2,2023-04-23,2023,2,Commit,10921.56
1313,7,15,3,2023-04-23,2023,2,Lead,25311.37
1314,7,15,2,2023-04-23,2023,2,Commit,12199.71
1315,7,24,1,2023-04-23,2023,2,Commit,5011.92
1316,7,12,1,2023-04-23,2023,2,Commit,5239.47
1317,7,22,3,2023-04-23,2023,2,Lead,27210.04
1318,7,22,3,2023-04-23,2023,2,Commit,21898.69
1319,7,10,2,2023-04-23,2023,2,Commit,10339.83
1320,8,17,2,2023-04-23,2023,2,Pipeline,10130.23
1321,8,5,3,2023-04-23,2023,2,Lead,28351.93
1322,8,16,1,2023-04-23,2023,2,Commit,4404.16
1323,8,27,1,2023-04-23,2023,2,Lead,5142.02
1324,8,23,2,2023-04-23,2023,2,Pipeline,12123.94
1325,9,23,2,2023-04-23,2023,2,Lead,10659.47
1326,9,21,1,2023-04-23,2023,2,Lead,5842.07
1327,9,15,2,2023-04-23,2023,2,Closed,13593.97
1328,9,29,3,2023-04-23,2023,2,Lead,25580.2
1329,9,2,2,2023-04-23,2023,2,Commit,13412.4
1330,9,3,3,2023-04-23,2023,2,Lead,20406.53
1331,9,17,2,2023-04-23,2023,2,Lead,10636.32
1332,10,7,1,2023-04-23,2023,2,Commit,5063.32
1333,10,21,1,2023-04-23,2023,2,Pipeline,4497.53
1334,10,24,1,2023-04-23,2023,2,Pipeline,5116.28
1335,11,23,3,2023-04-23,2023,2,Pipeline,26744.93
1336,11,26,3,2023-04-23,2023,2,Pipeline,21041.02
1337,11,22,1,2023-04-23,2023,2,Pipeline,5009.39
1338,12,12,3,2023-04-23,2023,2,Closed,24430.12
1339,12,28,2,2023-04-23,2023,2,Pipeline,14384.88
1340,12,27,2,2023-04-23,2023,2,Pipeline,12639.56
1341,12,18,3,2023-04-23,2023,2,Lead,22407.23
1342,13,9,2,2023-04-23,2023,2,Commit,14045.51
1343,13,13,2,2023-04-23,2023,2,Closed,11748.0
1344,13,20,1,2023-04-23,2023,2,Commit,5965.91
1345,13,10,1,2023-04-23,2023,2,Pipeline,5986.82
1346,14,11,2,2023-04-23,2023,2,Closed,10631.15
1347,14,27,1,2023-04-23,2023,2,Commit,5886.7
1348,14,19,2,2023-04-23,2023,2,Closed,12054.1
1349,15,5,1,2023-04-23,2023,2,Lead,4920.74
1350,15,8,1,2023-04-23,2023,2,Lead,5779.25
1351,15,19,1,2023-04-23,2023,2,Lead,4600.6
1352,15,3,2,2023-04-23,2023,2,Pipeline,10643.7
1353,15,16,3,2023-04-23,2023,2,Lead,24825.33
1354,15,4,3,2023-04-23,2023,2,Commit,28195.15
1355,15,26,3,2023-04-23,2023,2,Pipeline,20373.72
1356,16,25,2,2023-04-23,2023,2,Lead,9868.43
1357,16,14,2,2023-04-23,2023,2,Lead,13522.28
1358,16,21,1,2023-04-23,2023,2,Commit,4453.44
1359,16,21,3,2023-04-23,2023,2,Closed,26338.87
1360,16,11,2,2023-04-23,2023,2,Lead,12117.04
1361,16,23,3,2023-04-23,2023,2,Pipeline,23268.32
1362,16,13,1,2023-04-23,2023,2,Lead,5347.27
1363,1,14,3,2023-04-30,2023,2,Pipeline,20900.83
1364,1,11,2,2023-04-30,2023,2,Commit,10310.46
1365,1,18,1,2023-04-30,2023,2,Pipeline,5490.63
1366,1,14,2,2023-04-30,2023,2,Lead,11512.93
1367,1,18,3,2023-04-30,2023,2,Lead,21348.71
1368,1,7,1,2023-04-30,2023,2,Pipeline,5304.5
1369,2,8,3,2023-04-30,2023,2,Closed,25242.48
1370,2,22,1,2023-04-30,2023,2,Lead,4860.13
1371,2,14,3,2023-04-30,2023,2,Lead,26717.48
1372,2,20,2,2023-04-30,2023,2,Lead,11139.54
1373,2,12,3,2023-04-30,2023,2,Lead,23048.19
1374,2,20,3,2023-04-30,2023,2,Commit,28027.96
1375,2,8,1,2023-04-30,2023,2,Pipeline,5848.43
1376,3,28,3,2023-04-30,2023,2,Lead,27577.34
1377,3,20,1,2023-04-30,2023,2,Lead,4109.08
1378,3,1,1,2023-04-30,2023,2,Commit,5640.27
1379,3,15,2,2023-04-30,2023,2,Pipeline,10134.13
1380,4,7,1,2023-04-30,2023,2,Lead,5480.03
1381,4,18,1,2023-04-30,2023,2,Pipeline,5500.71
1382,4,23,2,2023-04-30,2023,2,Pipeline,14363.05
1383,4,29,3,2023-04-30,2023,2,Pipeline,23766.07
1384,4,2,3,2023-04-30,2023,2,Pipeline,22554.56
1385,4,9,2,2023-04-30,2023,2,Lead,12943.33
1386,5,13,2,2023-04-30,2023,2,Pipeline,9640.0
1387,5,22,3,2023-04-30,2023,2,Lead,28520.83
1388,5,28,2,2023-04-30,2023,2,Commit,9691.58
1389,6,23,1,2023-04-30,2023,2,Closed,5017.08
1390,6,20,1,2023-04-30,2023,2,Closed,4969.32
1391,6,15,3,2023-04-30,2023,2,Lead,21988.75
1392,6,8,3,2023-04-30,2023,2,Closed,20214.88
1393,6,24,3,2023-04-30,2023,2,Lead,24899.33
1394,6,12,1,2023-04-30,2023,2,Lead,5368.62
1395,7,9,1,2023-04-30,2023,2,Closed,5957.18
1396,7,29,1,2023-04-30,2023,2,Pipeline,5757.35
1397,7,8,1,2023-04-30,2023,2,Closed,5898.23
1398,7,5,1,2023-04-30,2023,2,Lead,4785.69
1399,7,22,1,2023-04-30,2023,2,Commit,5041.44
1400,8,19,3,2023-04-30,2023,2,Pipeline,24173.33
1401,8,20,1,2023-04-30,2023,2,Pipeline,4624.77
1402,8,21,2,2023-04-30,2023,2,Pipeline,10232.51
1403,8,7,1,2023-04-30,2023,2,Pipeline,5368.1
1404,8,17,1,2023-04-30,2023,2,Lead,5410.27
1405,8,25,1,2023-04-30,2023,2,Pipeline,5818.0
1406,8,6,1,2023-04-30,2023,2,Pipeline,5129.69
1407,9,4,1,2023-04-30,2023,2,Pipeline,5897.2
1408,9,24,1,2023-04-30,2023,2,Lead,5759.28
1409,9,14,1,2023-04-30,2023,2,Commit,5760.26
1410,9,27,2,2023-04-30,2023,2,Lead,13178.93
1411,9,25,3,2023-04-30,2023,2,Closed,22737.96
1412,10,20,1,2023-04-30,2023,2,Lead,4052.4
1413,10,8,3,2023-04-30,2023,2,Lead,25670.43
1414,10,12,3,2023-04-30,2023,2,Lead,26873.78
1415,10,17,1,2023-04-30,2023,2,Pipeline,4953.2
1416,11,28,2,2023-04-30,2023,2,Commit,11395.01
1417,11,7,2,2023-04-30,2023,2,Pipeline,10260.06
1418,11,1,1,2023-04-30,2023,2,Lead,5529.08
1419,11,22,2,2023-04-30,2023,2,Closed,10668.26
1420,11,30,1,2023-04-30,2023,2,Commit,4132.27
1421,11,11,2,2023-04-30,2023,2,Commit,11951.73
1422,11,25,2,2023-04-30,2023,2,Commit,11652.27
1423,12,11,3,2023-04-30,2023,2,Commit,23803.74
1424,12,20,2,2023-04-30,2023,2,Pipeline,13163.85
1425,12,26,3,2023-04-30,2023,2,Pipeline,28757.83
1426,13,29,3,2023-04-30,2023,2,Lead,24569.0
1427,13,18,1,2023-04-30,2023,2,Commit,4491.44
1428,13,13,2,2023-04-30,2023,2,Closed,9788.41
1429,14,15,3,2023-04-30,2023,2,Closed,21898.5
1430,14,10,2,2023-04-30,2023,2,Commit,13313.65
1431,14,30,2,2023-04-30,2023,2,Lead,11013.21
1432,14,15,1,2023-04-30,2023,2,Pipeline,5807.35
1433,14,4,3,2023-04-30,2023,2,Pipeline,27226.47
1434,14,23,1,2023-04-30,2023,2,Commit,5875.68
1435,14,15,3,2023-04-30,2023,2,Lead,24135.59
1436,15,29,1,2023-04-30,2023,2,Pipeline,5793.24
1437,15,11,1,2023-04-30,2023,2,Commit,4180.36
1438,15,6,3,2023-04-30,2023,2,Pipeline,27114.7
1439,16,12,1,2023-04-30,2023,2,Lead,4898.8
1440,16,26,1,2023-04-30,2023,2,Pipeline,4768.17
1441,16,18,3,2023-04-30,2023,2,Pipeline,21599.0
1442,1,19,1,2023-05-07,2023,2,Commit,5824.51
1443,1,5,3,2023-05-07,2023,2,Commit,21621.24
1444,1,10,1,2023-05-07,2023,2,Commit,4102.62
1445,1,10,2,2023-05-07,2023,2,Commit,14212.64
1446,1,7,3,2023-05-07,2023,2,Lead,28985.42
1447,1,15,1,2023-05-07,2023,2,Pipeline,4506.22
1448,2,29,2,2023-05-07,2023,2,Pipeline,9627.6
1449,2,16,2,2023-05-07,2023,2,Lead,12426.54
1450,2,20,2,2023-05-07,2023,2,Pipeline,9981.14
1451,2,20,1,2023-05-07,2023,2,Lead,5094.68
1452,2,2,3,2023-05-07,2023,2,Pipeline,28252.53
1453,2,2,1,2023-05-07,2023,2,Lead,5306.55
1454,3,10,1,2023-05-07,2023,2,Pipeline,5676.03
1455,3,14,2,2023-05-07,2023,2,Closed,9835.35
1456,3,22,1,2023-05-07,2023,2,Lead,4568.76
1457,3,18,3,2023-05-07,2023,2,Pipeline,25722.83
